"Precio compra" "Precio mantenimiento" "Número puertas" "Número personas" "Tamaño maletero" "Seguridad" "Aceptación del coche"
"Medio" "Alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Medio" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 2 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Medio" 2 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Medio" 2 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 2 2 "Medio" "Medio" "Inaceptable"
"Medio" "Medio" 2 2 "Medio" "Alto" "Inaceptable"
"Medio" "Medio" 2 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 2 2 "Grande" "Medio" "Inaceptable"
"Medio" "Medio" 2 2 "Grande" "Alto" "Inaceptable"
"Medio" "Medio" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 2 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" 2 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" 2 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 2 4 "Medio" "Medio" "Aceptable"
"Medio" "Medio" 2 4 "Medio" "Alto" "Aceptable"
"Medio" "Medio" 2 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 2 4 "Grande" "Medio" "Aceptable"
"Medio" "Medio" 2 4 "Grande" "Alto" "Muy bueno"
"Medio" "Medio" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Medio" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Medio" "Medio" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 2 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Medio" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Medio" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Medio" 2 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Medio" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 3 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Medio" 3 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Medio" 3 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 3 2 "Medio" "Medio" "Inaceptable"
"Medio" "Medio" 3 2 "Medio" "Alto" "Inaceptable"
"Medio" "Medio" 3 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 3 2 "Grande" "Medio" "Inaceptable"
"Medio" "Medio" 3 2 "Grande" "Alto" "Inaceptable"
"Medio" "Medio" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 3 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" 3 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" 3 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 3 4 "Medio" "Medio" "Aceptable"
"Medio" "Medio" 3 4 "Medio" "Alto" "Aceptable"
"Medio" "Medio" 3 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 3 4 "Grande" "Medio" "Aceptable"
"Medio" "Medio" 3 4 "Grande" "Alto" "Muy bueno"
"Medio" "Medio" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 3 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Medio" 3 "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Medio" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Medio" 3 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Medio" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 4 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Medio" 4 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Medio" 4 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 4 2 "Medio" "Medio" "Inaceptable"
"Medio" "Medio" 4 2 "Medio" "Alto" "Inaceptable"
"Medio" "Medio" 4 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 4 2 "Grande" "Medio" "Inaceptable"
"Medio" "Medio" 4 2 "Grande" "Alto" "Inaceptable"
"Medio" "Medio" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 4 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" 4 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" 4 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 4 4 "Medio" "Medio" "Aceptable"
"Medio" "Medio" 4 4 "Medio" "Alto" "Muy bueno"
"Medio" "Medio" 4 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 4 4 "Grande" "Medio" "Aceptable"
"Medio" "Medio" 4 4 "Grande" "Alto" "Muy bueno"
"Medio" "Medio" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" 4 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Medio" 4 "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Medio" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Medio" 4 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Medio" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Medio" "Medio" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Medio" "Medio" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" 4 "Medio" "Alto" "Muy bueno"
"Medio" "Medio" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" 4 "Grande" "Alto" "Muy bueno"
"Medio" "Medio" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Medio" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Medio" "5 o más" "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Bajo" 2 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Bajo" 2 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 2 "Medio" "Medio" "Inaceptable"
"Medio" "Bajo" 2 2 "Medio" "Alto" "Inaceptable"
"Medio" "Bajo" 2 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 2 "Grande" "Medio" "Inaceptable"
"Medio" "Bajo" 2 2 "Grande" "Alto" "Inaceptable"
"Medio" "Bajo" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" 2 4 "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" 2 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 4 "Medio" "Medio" "Aceptable"
"Medio" "Bajo" 2 4 "Medio" "Alto" "Bueno"
"Medio" "Bajo" 2 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 4 "Grande" "Medio" "Bueno"
"Medio" "Bajo" 2 4 "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Bajo" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Medio" "Bajo" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Bajo" 2 "Más de 4" "Medio" "Alto" "Bueno"
"Medio" "Bajo" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 2 "Más de 4" "Grande" "Medio" "Bueno"
"Medio" "Bajo" 2 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Bajo" 3 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Bajo" 3 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 2 "Medio" "Medio" "Inaceptable"
"Medio" "Bajo" 3 2 "Medio" "Alto" "Inaceptable"
"Medio" "Bajo" 3 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 2 "Grande" "Medio" "Inaceptable"
"Medio" "Bajo" 3 2 "Grande" "Alto" "Inaceptable"
"Medio" "Bajo" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" 3 4 "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" 3 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 4 "Medio" "Medio" "Aceptable"
"Medio" "Bajo" 3 4 "Medio" "Alto" "Bueno"
"Medio" "Bajo" 3 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 4 "Grande" "Medio" "Bueno"
"Medio" "Bajo" 3 4 "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" 3 "Más de 4" "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 "Más de 4" "Medio" "Medio" "Bueno"
"Medio" "Bajo" 3 "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Bajo" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 3 "Más de 4" "Grande" "Medio" "Bueno"
"Medio" "Bajo" 3 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Bajo" 4 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Bajo" 4 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 2 "Medio" "Medio" "Inaceptable"
"Medio" "Bajo" 4 2 "Medio" "Alto" "Inaceptable"
"Medio" "Bajo" 4 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 2 "Grande" "Medio" "Inaceptable"
"Medio" "Bajo" 4 2 "Grande" "Alto" "Inaceptable"
"Medio" "Bajo" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" 4 4 "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" 4 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 4 "Medio" "Medio" "Bueno"
"Medio" "Bajo" 4 4 "Medio" "Alto" "Muy bueno"
"Medio" "Bajo" 4 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 4 "Grande" "Medio" "Bueno"
"Medio" "Bajo" 4 4 "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" 4 "Más de 4" "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 "Más de 4" "Medio" "Medio" "Bueno"
"Medio" "Bajo" 4 "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Bajo" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" 4 "Más de 4" "Grande" "Medio" "Bueno"
"Medio" "Bajo" 4 "Más de 4" "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Medio" "Bajo" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Medio" "Bajo" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 4 "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" "5 o más" 4 "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 4 "Medio" "Medio" "Bueno"
"Medio" "Bajo" "5 o más" 4 "Medio" "Alto" "Muy bueno"
"Medio" "Bajo" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" 4 "Grande" "Medio" "Bueno"
"Medio" "Bajo" "5 o más" 4 "Grande" "Alto" "Muy bueno"
"Medio" "Bajo" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" "Más de 4" "Pequeño" "Medio" "Aceptable"
"Medio" "Bajo" "5 o más" "Más de 4" "Pequeño" "Alto" "Bueno"
"Medio" "Bajo" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" "Más de 4" "Medio" "Medio" "Bueno"
"Medio" "Bajo" "5 o más" "Más de 4" "Medio" "Alto" "Muy bueno"
"Medio" "Bajo" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Bajo" "5 o más" "Más de 4" "Grande" "Medio" "Bueno"
"Medio" "Bajo" "5 o más" "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Muy alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 4 "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 2 4 "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 4 "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 3 4 "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Muy alto" 4 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Muy alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 4 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 4 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 4 "Medio" "Medio" "Aceptable"
"Bajo" "Muy alto" 4 4 "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 4 "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 4 4 "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Bajo" "Muy alto" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Muy alto" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Bajo" "Alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Alto" 2 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Alto" 2 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" 2 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 4 "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 2 4 "Medio" "Alto" "Aceptable"
"Bajo" "Alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 4 "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 2 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Bajo" "Alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Bajo" "Alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 2 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 2 "Pequeño" "Medio" "Inaceptable"
